"Treatment";"C1";"C2";"C3";"M1";"M2";"M3";"Outcome"
0;1;0;1;1.15339189138157;0.322122401031029;1.34736175446041;FALSE
1;1;1;1;0.0651439338313418;-0.753340793063134;0.998492598097598;TRUE
0;0;1;0;0.499316764869884;0.724354545401587;0.269173694084912;FALSE
0;0;0;1;-0.584043459164468;-0.646577035291687;0.239864831073831;FALSE
1;1;1;1;0.272860558905749;0.671468613361184;-0.311615124138045;FALSE
1;0;0;0;-0.747415038758162;-0.69089546059488;-1.03568516176323;FALSE
0;1;1;0;0.698955677115201;0.934186580526874;-1.32774914617393;FALSE
1;0;1;1;1.1252456237854;1.64097834363428;0.683478468351739;TRUE
0;0;0;1;-0.36551946085165;-0.735383574691327;1.39704749275352;FALSE
0;1;0;1;0.086579425976141;0.0858709836192492;-1.02246032737761;FALSE
1;1;0;1;0.651063215885396;-0.329319722887328;0.753279437685273;FALSE
1;0;0;0;0.674387639438254;1.31613448022184;-0.635035286830345;FALSE
1;0;0;1;0.943113555830301;1.11812348465467;0.765242676383116;FALSE
1;1;0;0;0.857881151222907;0.784162869443416;-0.269593457729399;FALSE
0;0;0;1;0.476002707681038;0.579415843128006;0.92615226906651;FALSE
0;1;1;0;0.507807555158979;0.957989401050584;-0.120642357960071;FALSE
0;0;1;0;1.06471974634991;1.37029587621363;-0.26245670716302;FALSE
0;1;1;0;-0.241499710443916;-1.13860853175522;0.888878741366926;FALSE
1;1;1;0;0.868880618486617;-0.178164305049271;0.83121192592713;TRUE
1;0;1;0;0.620411278339251;1.22936915505441;-0.437625637909443;FALSE
1;1;1;0;0.590777160176746;1.16207641636689;-0.829824943202937;FALSE
1;1;1;1;2.29365714023479;2.18452578678166;1.48133354222593;TRUE
0;1;1;1;-0.719537780233046;-0.685538792361075;-0.558657694909611;FALSE
1;1;0;0;2.66904917723198;2.17678488326926;1.68132431518154;FALSE
1;1;1;1;-0.929383182987075;-1.48260958991602;0.470394232072868;FALSE
1;1;1;1;2.45878814581606;2.41711259426639;1.43280799921389;TRUE
0;1;0;0;0.53914754447195;0.711384003044136;-0.486961993790758;FALSE
1;1;0;1;1.32976056495945;0.589278901143162;1.11722432695389;TRUE
1;1;1;0;-1.50438102749917;-0.972326800833882;-0.224832851637692;FALSE
0;1;0;0;2.05193750773087;1.89161654564149;0.772470829259072;FALSE
0;1;1;0;0.667774986118315;1.41100526827868;-1.34921662244009;FALSE
1;1;0;0;-0.0736632561230044;-0.71482867350353;0.416349466170362;TRUE
0;1;0;1;2.3681716110379;2.04256391048214;0.711226986146897;FALSE
1;1;1;0;0.597008630959171;0.222848221155565;0.819841238951324;FALSE
0;1;0;1;0.531075363100391;0.330949035283706;0.201528265236247;FALSE
1;0;0;0;0.503017255524685;0.812181884996243;-0.35313518322429;FALSE
0;0;1;0;-1.06635693844685;-0.741876295228007;0.61970731340959;FALSE
1;1;0;1;0.990827956794587;0.941660746314739;0.39643706205036;TRUE
0;1;0;0;0.0436042529699686;-0.0453546684317179;-1.78184380795165;FALSE
0;1;1;0;2.33552089084942;1.24664547375293;2.44933379124874;FALSE
0;0;1;0;1.42042254852576;1.69145534203087;0.608401697659425;FALSE
1;1;0;0;1.44752307621433;0.847040861809702;2.06589615105524;TRUE
1;1;1;0;1.84922847113106;1.85178626056127;0.951659925475333;TRUE
0;1;1;1;2.07161519307773;1.96021255326025;1.98629636199466;TRUE
1;1;0;0;1.09597582409342;0.436269671689947;0.0844127981643107;FALSE
1;1;1;0;-0.0631989916851565;0.662393849078743;-1.03328773840981;FALSE
0;1;0;0;-0.261325977360303;-0.382844700337284;-1.46986399486912;FALSE
1;1;1;0;-0.105845706718855;-0.179106774685082;0.145973346767655;FALSE
0;0;1;0;1.2791392505119;1.28373720491404;1.11831986161769;FALSE
