"Treatment";"C1";"C2";"C3";"M1";"M2";"M3";"Outcome"
0;0;1;0;5.56196544826325;1.58803546500397;1.17151050595512;58.3443438793703
0;1;0;0;0.810838182328561;5.86433756338046;4.01100094341028;83.3880364504345
0;1;0;1;3.22388686188199;11.3018703455341;5.32594391931675;143.264971948153
0;1;0;0;2.24772016999099;7.74982790267668;5.77613258284232;120.046225004384
1;1;0;1;3.91018759272373;12.5456787210651;11.5520944743979;219.925360830295
0;1;1;1;5.56821010992682;9.00241872268465;2.30646490444089;115.975952940641
1;1;0;0;4.26262413943305;9.48185406368561;12.6331678346425;211.901465073185
1;0;1;1;7.30125587700195;7.34521161963706;7.43347690135597;168.648166620236
0;1;0;1;1.46918402559631;9.75343885894502;4.38981795306859;116.067734324897
1;1;0;1;4.85725720232047;13.8411493818161;11.3080701057484;228.296212120702
0;0;0;1;1.59571514978532;5.68151733921925;2.79213089817978;74.7747545122135
1;0;0;1;3.6455835330756;8.16528198358729;9.02170146403655;167.164924358056
0;1;1;0;8.29836174312756;8.6221415111361;4.92461142940672;149.739992684158
1;0;1;0;7.83997245316085;5.45615818983595;6.44473221753256;151.902067393577
0;0;1;1;5.19889780552641;3.92042464959976;2.03317563449266;79.1200700494821
1;1;1;1;9.51427772362204;14.0166206653958;10.8857853984509;252.392787161974
0;1;0;1;1.59541790485851;9.8829239530715;3.93641752661557;114.481999306969
1;0;1;0;8.89444372380671;6.27068257609485;9.13590594692037;182.840396086737
1;1;0;0;2.91064577409451;9.18045721258905;9.86608864994095;176.205998932799
0;0;0;0;1.00524650649633;1.58611086798354;2.71810670108976;46.3734306607854
0;1;0;1;0.573779440767066;8.00946818605945;5.1056280154133;103.513155236826
1;1;1;0;8.92790754542802;9.9575228046351;10.8772877845744;226.005748419225
0;0;0;1;0.151386030543797;4.63532159464634;-0.472514582953456;30.4041728558102
0;0;1;0;6.41270702583661;3.21472983191032;0.625462674044951;67.43238749955
1;0;1;1;8.74943791126099;9.18939582545359;7.18805315023778;186.045575566966
0;1;0;1;3.57366956803248;11.483389829493;4.42114883865142;135.608397501229
0;1;0;0;3.12324401649645;7.11906159619356;6.80287026033028;130.480437919026
0;0;1;0;6.50572999455878;1.4288079485741;4.03836891222133;88.2517328412577
1;1;0;0;3.13880211469649;10.1418246585692;9.57662390848543;182.359679215523
1;0;1;1;7.8836695371185;8.33245039906687;5.22072042873208;157.585549608917
0;1;1;1;7.88888882553905;10.4229817687534;4.54992569340422;156.195301556123
1;1;0;0;2.80148954073312;9.25909311853123;9.71303477012548;174.304541847059
0;0;0;0;0.859390819297727;1.12683229410629;3.09582772753123;44.3811067826111
0;1;1;1;4.93427648594289;9.3091095326823;2.0086340961935;111.445692900607
0;0;0;0;2.52826785294099;3.47761410187261;3.05324182402339;69.0561551729055
0;0;1;0;7.7196431767178;3.59894060773469;2.89169113331669;95.4263726101164
1;1;0;1;2.61299085824101;11.7342921327663;10.5024542697117;196.773325590108
1;0;1;0;8.12210029620167;4.8288505254693;8.75021366982324;169.13999455338
0;1;0;1;0.896130492158792;9.04098574972715;4.25172724854942;107.078453843304
0;1;1;1;5.78183407206256;9.48677119594577;3.81140778996164;132.363319118312
1;1;1;1;10.4400806291111;14.659467493718;12.1170667285489;273.040856979248
1;0;1;0;7.98694419142619;4.88560161802304;7.92577375916046;158.339162303544
0;0;1;1;6.43076301168471;5.50910226242052;2.04969410909339;95.0491252126318
1;0;0;1;2.68223989661962;7.10087942069856;8.23571412871227;147.530773385765
0;0;0;1;0.853077707025064;5.17101792336265;1.24392741357244;55.7344235562102
0;0;1;1;5.97447032107756;5.10368739020035;1.17452048451593;82.55552473295
1;0;0;0;3.05360548728342;4.93423571537401;8.0557138052875;136.199848367136
1;0;0;1;4.64544927196955;10.1946605166371;7.75081316082964;171.304968848216
1;0;0;0;4.65659778369834;6.99520938185769;7.97730762488345;154.768476185657
0;1;1;0;7.14356537636745;6.94387865136095;5.21401916560713;136.159953816158
0;0;1;0;3.92319167252472;-0.770351070516889;1.40265835908553;37.3017447528055
0;0;1;0;4.51704257731862;0.402702991710014;1.7989778832553;50.0009985344995
0;0;0;1;1.18056625130478;4.55317756897845;3.37291266193788;71.4804112319982
1;0;1;0;7.05243158771355;4.2590949383167;7.6933971830795;149.398191264676
0;0;0;0;2.24532493025591;3.09458325518027;2.06200957925175;55.4236016002745
1;0;1;1;8.85769315282693;7.79738446210063;10.7317161659617;210.947501699205
1;0;0;0;2.51446642913926;4.80392458575548;7.76705065536613;127.802628725632
0;1;1;0;8.17518655388943;8.02152825286475;6.25653976541857;157.475818970096
0;1;0;1;3.60177651701057;11.2049619285025;6.86791576874373;159.084416685006
1;0;1;0;6.51726645530875;4.20088565052542;6.50898705205124;137.243621065585
0;1;0;1;2.90346466489093;10.7586035268096;4.75568079123555;131.464266885003
1;1;0;1;3.3434014944533;11.4592983054377;11.8821352321106;212.279956045743
0;0;0;1;1.50857574049873;6.77128387685001;0.126102177725023;57.0162971005744
1;0;0;1;2.41781257369227;7.33526763625375;7.90571403067626;145.402243515615
1;0;1;0;6.64733770718001;3.80434611264797;7.16533428407554;142.33878130686
0;0;1;0;5.79420528406189;1.8700897844673;2.4776003425493;73.425493974613
1;0;1;0;6.77955253136334;4.17057762874396;7.22163800466546;142.720644925866
1;1;0;1;3.40239451005378;12.7581258513237;10.6166434545109;209.162074785379
0;0;1;1;6.32927874595127;5.66418550998895;1.73485036310375;91.9836978257961
1;0;1;1;7.73818475945407;7.27859399892098;8.90376542453853;185.024272560605
1;1;0;1;3.20232841620628;12.4995257897007;10.101565816239;201.518010625303
0;1;1;0;6.47344665894226;7.08280894101968;4.16218345011213;124.417559830187
1;1;1;0;7.91462121354397;9.02194070671531;9.41838040471263;200.705814809679
1;1;1;0;8.74440034652976;10.005589223449;11.2416639204466;226.11281710365
1;1;0;0;3.28169230695104;9.29890844132441;10.5118000736243;185.355494120908
0;1;1;0;7.08513442296817;6.43368184963916;6.76591718100546;145.744343282673
0;0;0;0;-0.762431087540818;0.564835423261454;1.36654206795521;19.1700124203511
1;1;1;1;8.72996473733835;12.8469564757734;10.3124538118923;237.051661546019
0;1;1;0;8.57190621429063;8.75158418258537;4.75600490228313;149.437793177997
0;1;1;0;6.7325403230257;6.58074995876584;4.42924642046585;126.143147820403
1;1;0;0;3.17960104436422;9.43266821001491;10.5657916608036;186.646470098102
0;1;1;1;7.9905145134378;10.9341414988975;5.77066779998004;170.274898054203
1;0;0;1;5.19005987296415;10.2203917149092;9.81988947433207;193.513197139045
0;0;0;1;1.26234489247516;4.99263752509244;2.38738546567166;67.7847401064801
1;0;0;0;2.46504852371108;4.56928815368406;7.29436201291097;122.547679717827
1;0;1;0;6.7677856624191;3.68311812146839;7.88538047937947;147.215992528643
0;1;0;0;3.41406022820993;8.40170903445508;5.57051186408135;128.410195766521
1;0;1;0;9.3517372718957;6.30520195438369;8.94506977334391;185.798944383377
1;1;0;1;4.2208916909873;13.5139061002902;10.6184157156066;218.439876377626
1;0;1;1;8.34548843081952;8.5483085509855;7.32774327938877;179.43286213012
1;0;0;1;1.89196753480999;7.34711545660214;7.41936679204121;138.017001481912
0;0;1;0;6.07279653018486;2.05018319035524;2.24010959960128;72.5753037929515
0;1;0;0;-0.132875597155068;5.03985393203259;3.97056946337632;74.449939296382
1;0;1;0;7.58856809880014;4.57469196690531;7.96198502206802;156.508108217985
0;1;0;0;2.8490095989638;7.88869448207764;5.27144877974965;118.870904672152
0;1;0;1;1.94442441867955;9.21891819288742;6.59416273857419;134.244755517073
0;0;1;0;6.88698675590662;2.89234021847802;2.90140376841724;90.2466774071998
0;0;1;1;6.9176961361887;5.85124209886215;2.31404320418264;100.843396248123
0;0;0;1;-0.373675233615989;3.15176746408301;1.02853918878665;36.6788784757717
0;1;0;0;1.95442384919103;6.64573693418747;5.05342329313568;106.271373084134
1;0;1;0;8.31601336293875;5.85745303928646;7.93642176986774;168.074545088127
1;0;1;1;8.61929229349487;8.68465505909564;7.93170667761901;187.361913247716
0;1;0;1;1.66386952607969;9.21166664932051;5.3984681038999;121.898301587547
0;1;0;0;3.35196256324471;8.68830566643683;5.50151760316136;127.824290527119
1;0;0;0;3.87606530122675;5.07143063236942;9.99417194575453;157.567515181089
0;0;1;0;4.02127497811854;0.258194523454495;0.644024602356863;36.4884510379697
0;0;1;0;6.86503353823626;2.30983829882741;3.47717333074769;91.0824589988403
0;0;1;1;6.07023827586434;4.99167344657636;1.91737157962612;87.978699611575
1;0;1;0;8.4678953812392;5.44826425023876;9.03368569107376;176.264340415509
1;1;0;0;3.29007220983131;9.72961073767904;10.6281273429368;190.30448926659
1;0;1;1;8.39159518627784;8.36283045696466;8.02235527787546;182.670224957592
1;0;0;0;3.22883956484257;5.51185170525828;6.70272123774092;125.653945849917
1;0;0;1;4.11227254244763;8.99819517211154;7.83742880524905;161.473474033575
0;0;1;1;6.5666357806805;5.13021649953961;2.84885837810838;100.510819002401
0;1;1;0;5.57059290233723;5.29977563927645;3.95573778008419;109.053439084256
1;0;0;1;0.659450857408644;5.89495398690168;6.81381677709025;115.421855353892
1;0;1;0;6.95896905701157;3.96746253416522;7.26977778786626;145.349221989821
1;0;0;0;2.74913879293765;5.40337702764386;7.26857833267643;128.493356630433
1;0;1;0;8.93648986422266;5.33162219034669;9.48081598707107;181.21558531841
0;1;0;0;1.50862932884516;6.67899029942813;4.23860312552545;94.029205905147
0;0;0;1;0.868178956535024;4.61706823639838;0.972194877202087;48.8631192140473
0;1;0;1;-0.513711391299929;7.90470157736487;2.05745880469934;74.5440153881875
0;1;1;1;7.67347679523682;11.0039215169226;5.16783588343759;164.600712527824
1;1;1;0;10.0854142168339;11.7585529354835;10.7594066598299;239.900563011771
1;0;0;0;1.32475429858522;3.42943392957632;7.57121821796945;113.038506576123
1;1;1;1;8.81176063739375;13.1013293281147;9.78888901480833;234.043480146149
1;0;1;0;7.06184692258482;4.44627648598566;7.25279872821724;146.702888004265
1;0;0;1;2.74815858803317;8.27872432564708;7.03936933468462;142.991284020201
1;1;0;0;4.25195245024251;9.94914686632432;11.8493794336578;206.238304365819
1;0;0;0;2.13120774325904;4.15549225924743;7.16384411686156;116.038061908161
1;1;1;0;10.7559981877208;11.1818663384344;12.7858649698868;258.452553688705
1;0;1;1;9.25418021223219;8.60305035686286;8.84370076785354;197.506049519907
1;1;1;1;7.83240548763126;12.1647236351314;9.96826792831906;226.495401652165
0;0;0;1;0.331630611017369;3.7926248150407;3.35684795058977;63.06846120054
1;0;0;1;2.96995092113076;8.26575260642514;8.47712323325691;159.591212905587
0;0;1;0;5.63488128891288;1.0401866924797;2.88648289359227;71.5504320532714
1;0;1;0;9.88838994938884;7.01944907807068;9.4600123626883;196.162556601053
0;0;1;0;4.28525310939021;0.306891602103928;0.845862080654045;40.8502358021499
1;1;0;0;4.38957843433523;9.85277115707057;11.5369599371625;202.97845524982
0;1;1;1;7.28800660114585;10.2154184557331;5.16817022721073;157.130766410453
1;1;1;1;8.76845135262329;13.1916324437396;11.0340328726669;244.873694236165
1;1;1;1;7.89986248247034;12.5028546240977;9.26270316705884;220.279436031984
0;0;1;1;5.98571730430555;5.62210140612546;1.2832290237899;85.4313787690761
0;1;0;0;2.26942072623187;7.37740324762145;4.37516962571701;102.144126759734
0;1;1;0;6.87643514596396;6.70076136564921;4.86395171446238;132.109496348038
1;1;1;1;9.29545499472009;13.0928322202408;11.5600052095887;251.754989616225
1;1;0;1;4.07780495642614;13.3707268832936;10.6852751169142;216.847520934646
1;0;1;1;8.04800139945133;8.00020058439993;8.86861499968932;188.378645631626
1;0;0;1;3.13053512575622;9.04206052816445;7.06152981703658;151.339792082279
0;1;1;0;5.81194069845974;5.12310395474742;6.31324351770979;129.346090299479
0;0;0;0;0.86438421449886;2.27994921598737;1.32194000804777;38.216233098285
0;1;1;0;6.78943687134665;6.67765511666553;5.95644070770381;138.764382794079
0;1;1;0;7.0952571768664;7.06794986184795;5.45291952908445;138.924926947607
0;1;0;1;1.64578226227076;9.41958054237232;5.86386276066774;126.71844155863
1;0;1;1;7.3575564414495;6.90423519363423;8.63420339771679;177.356010023563
1;0;0;0;3.71035162541085;6.31255509317129;8.4707192020845;149.533243507139
0;1;0;1;3.11474243374084;11.3086834037724;4.88128978210905;136.241488941369
1;1;0;1;4.42198982044796;12.400578827387;12.3470348747208;228.253363491808
1;1;0;1;2.79197612862984;11.4599615966362;9.32469980054728;187.638921613135
0;1;0;1;1.98836786026673;10.7450522176919;3.10191024503207;111.021430433505
1;0;1;0;6.11851378041271;2.48288570597615;7.8314459588854;134.604005248906
1;0;1;0;6.50370730909493;3.3961255788145;7.29798078100679;138.935005370756
0;1;0;1;2.24308795970854;9.3161943984683;6.13186438420813;132.208461046091
1;0;0;1;2.92566429794095;7.79316618649542;8.40603527002164;154.662199497189
1;0;0;0;2.24021897536652;3.95812481011528;7.7329211707467;121.002226091452
1;0;0;0;3.59273075688305;5.78500257233859;8.21345482281613;144.746944858206
1;0;1;1;6.12670224436309;6.36687962038803;6.71881752187156;152.382279226087
1;0;1;1;8.73576967991318;7.84383188270057;8.47831205757573;188.486713347093
0;0;0;0;0.601140682722609;1.49256908705545;1.73579366735474;33.9981194357315
1;1;1;0;9.40989121584729;10.3387156709375;10.6478199228703;228.316825748916
1;1;0;0;4.60388427800708;10.4035802994437;12.3012900415104;216.890177083213
0;0;1;1;5.7394668426776;4.27377766741806;1.91118932734048;83.8858627810085
1;1;1;1;10.4923232605621;14.7147065956996;10.9047452240381;262.499279338635
1;0;0;0;2.01925493354275;4.1868428578318;8.52310514219209;129.144574134603
0;1;0;0;1.04389410975614;5.66214419559964;4.50825633470804;88.2103879542877
0;0;0;1;2.45633512961492;7.05033869015599;1.3363603011167;76.8367833419837
0;1;0;0;2.22967518266262;7.79994586929701;3.88158546346322;101.008455553651
0;1;1;0;7.34332025289025;7.72132465767412;3.98294556507066;130.816350647271
0;0;0;0;2.1884856566636;3.54762661901599;2.34977332730189;61.2599250589838
0;1;0;0;1.99956156155921;6.622727024285;4.93491645085706;103.505798122541
0;1;1;0;8.40259140005925;8.62354585000858;5.68804974133173;156.099175614085
1;0;1;0;9.27912618074137;6.2560798402326;9.50636628394538;189.691291140974
0;0;1;1;4.52723974141654;3.20683911672128;0.936447449587657;61.9024995270086
1;1;0;0;3.80852104146331;10.2025917238071;10.7131971715282;196.104667615339
0;0;1;0;6.12960013275681;2.27941063779054;2.58194899152071;77.1976092868735
0;1;0;0;2.15653826666454;6.91446398167399;4.93336114856533;105.576532455118
1;1;0;1;5.7389561768;14.3310072558258;11.4538726348121;239.424400187965
1;1;0;1;3.42237643342328;12.8333285559068;9.73568365913728;200.185719881882
1;0;1;0;7.83257894347561;5.56118035840242;6.82937011175872;154.357878552706
0;1;1;1;6.32626819455207;9.11735356152827;4.46123547586578;140.475948314011
1;0;1;1;6.8366750122821;7.20478227577969;7.61246919143797;166.205705274769
0;0;1;1;5.70144393975626;4.71634366387927;1.845262359707;84.9741953830149
0;0;0;0;0.473039373654993;1.07066210619636;1.59017022929167;31.1097072802422
0;1;1;0;6.03499763336815;6.22937072821966;4.37650239720807;118.450436423902
1;1;1;1;8.56601275030658;13.1068607775524;10.1473869927973;235.49047706199
0;1;1;0;8.04221083765908;7.86868558637871;5.75852023934495;149.875720796652
0;1;0;0;3.43364261678886;7.47182276084661;6.45776342657652;131.048661938583
1;1;1;1;8.82321800087697;12.8516673197201;10.824839773453;241.125605474183
0;1;1;0;6.98671585831976;6.40325035412003;6.28089402679575;140.599066616113
0;0;0;0;0.967778075676264;2.20967288989394;1.13248416529083;36.7683764026128
1;0;1;1;7.68964506387738;7.3167534333373;7.38836360453478;171.110670952591
0;0;1;0;5.85321594265413;1.55070216433625;2.1476808981714;68.2133876027312
0;0;0;0;0.346636814002792;0.912707872214358;3.07351836486979;40.5002037531339
